PNM ID,Last Name,First Name,Major,Minor,Year,Hometown,Hobbies,College Involvement,High School Involvement
990,Murphy,Maya,Chemical Engineering,Criminology,Sophomore,"Charleston, SC","Journaling, Sewing, Barre","Makers Club, Student Programming Association","National Honor Society, Project Lead"
991,Harris,Hazel,Studio Art,Global Studies,Freshman,"Fresno, CA","Gaming, Videography, Crocheting","Club Lacrosse, Professional Development Club, Honors Society",National Honor Society
992,Miller,Meera,Landscape Architecture,Energy Business,Junior,"Saint Paul, MN","Volleyball, Podcast Hosting","Club Volleyball, Case Competition Team",Treasurer
993,Ali,Salma,Management,Economics,Freshman,"Salt Lake City, UT","Graphic Design, Thrifting","Makers Club, Urban Sketching Club",National Honor Society
994,Clark,Ava,Art History,Computer Science,Freshman,"St. Louis, MO","Graphic Design, Journaling","Accounting Society, Supply Chain Association",National Honor Society
995,Lewis,Freya,Sociology,Graphic Design,Freshman,"Charleston, WV","Film Photography, Gardening","Marketing Association, Peer Mentor Program",Student Government President
996,Whitaker,Emily,Global and International Studies,Studio Art,Freshman,"Providence, RI","Sustainability Projects, Baking, Pilates","Daily Collegian, Orientation Leader Program",National Honor Society
997,Brown,Sophia,Mechanical Engineering,Criminology,Sophomore,"Huntsville, AL","Yoga, Podcast Hosting","Rocketry Club, Design Club",Team Captain
998,Lewis,Isabella,Public Relations,Chinese,Freshman,"Spokane, WA","Surfing, Gardening","Sustainability Club, Volunteer Tutoring",National Honor Society
999,Ahmed,Scarlett,Industrial Engineering,Communication Arts,Sophomore,"Morristown, NJ","Journaling, Crocheting, Creative Writing","Content Creators Club, Business Fraternity",Project Lead
1000,Kapoor,Leah,Philosophy,Sustainability,Freshman,"Jersey City, NJ","Strength Training, Pilates","Sustainability Club, Residence Hall Association, Public Health Club",National Honor Society
1001,Mendoza,Grace,Chemistry,Studio Art,Freshman,"Palo Alto, CA","Podcast Hosting, Content Creation, Pickleball","Honors Society, Campus Radio, Language Exchange Club",National Honor Society
1002,Rivera,Brooke,Chemical Engineering,Computer Science,Freshman,"Charlotte, NC","Meal Prepping, Embroidery","Daily Collegian, Campus Cultural Org",National Honor Society
1003,Gupta,Zoey,Computer Science,Political Science,Junior,"Bloomington, IN","Blog Writing, Skiing","Sustainability Club, Robotics Club","Committee Lead, Lacrosse Captain"
1004,Lopez,Zara,Industrial Engineering,Mathematics,Freshman,"Columbus, OH","Digital Illustration, Oil Painting, Hiking","TV/Media Club, Club Volleyball",National Honor Society
1005,Cohen,Freya,Chinese,Public Policy,Freshman,"York, PA","Dance, Sudoku","Film Club, Entrepreneurship Club, Photography Club",National Honor Society
1006,Castillo,Ava,Astronomy,Graphic Design,Sophomore,"Montreal, QC","Photography, Pickleball, Painting","Peer Mentor Program, UX Design Club, Professional Development Club","Team Captain, Project Lead"
1007,Vance,Lucia,History,Data Science,Freshman,"Dallas, TX","Calligraphy, Hiking","THON Committee, Volunteer Tutoring","Track & Field, Student Government President"
1008,Mehta,Clara,French,International Relations,Freshman,"Palo Alto, CA","Fashion Styling, Indoor Cycling","Supply Chain Association, Film Club",National Honor Society
1009,Whitaker,Nina,Biochemistry,International Studies,Freshman,"Phoenix, AZ","Rock Climbing, Swimming","Pre-Law Society, Consulting Club, Residence Hall Association",National Honor Society
1010,Murphy,Ella,Nursing,Economics,Sophomore,"Nashville, TN","Piano, Board Games","International Affairs Club, THON Committee, Residence Hall Association",Treasurer
1011,Chowdhury,Lily,Cognitive Science,Art History,Freshman,"Fort Collins, CO","Poetry, Songwriting, Indoor Cycling","Debate Society, Language Exchange Club",National Honor Society
1012,Kim,Cecilia,International Politics,Legal Studies,Sophomore,"Allentown, PA","Crocheting, Pilates Reformer, Sewing","THON Committee, Student Programming Association",Team Captain
1013,Williams,Beatrix,Environmental Science,Journalism,Sophomore,"St. Louis, MO","Crocheting, Songwriting","Research Lab Assistant, Residence Hall Association",Team Captain
1014,Kuznetsova,Noor,Nutritional Sciences,Global Studies,Freshman,"McLean, VA","Yoga, Creative Writing","Wellness Club, Design Club",National Honor Society
1015,Moore,Maya,Art History,Environmental Studies,Freshman,"Newport, RI","Guitar, Ukulele, Fashion Styling","Urban Sketching Club, Student Programming Association",National Honor Society
1016,Gupta,Audrey,Interior Design,Legal Studies,Sophomore,"Knoxville, TN","Kayaking, Rock Climbing","Women in Business, DEI Council",Project Lead
1017,SigmundJohnson,Layla,Biology,Human Development,Freshman,"Colorado Springs, CO","Thrifting, Content Creation","Volunteer Tutoring, Business Fraternity",National Honor Society
1018,Jones,Mia,Neuroscience,Italian,Sophomore,"Jacksonville, FL","Meal Prepping, Choir Singing","Art Club, Club Lacrosse",Project Lead
1019,Mehta,Lily,Global and International Studies,Business,Sophomore,"San Jose, CA","Paddleboarding, Board Games, Piano","Photography Club, Campus Cultural Org",Project Lead
1020,Moore,Sophia,Studio Art,Arabic,Sophomore,"Rochester, NY","Rock Climbing, Volleyball","Art Club, Habitat for Humanity, Makers Club","Team Captain, Treasurer"
1021,Rahman,Ella,Journalism,Business,Freshman,"Arlington, VA","Tennis, Choir Singing, Board Games","Campus Cultural Org, Outing Club",National Honor Society
1022,Garcia,Meera,Philosophy,Graphic Design,Freshman,"Bellevue, WA","Choir Singing, Sewing","Club Volleyball, Research Lab Assistant, TV/Media Club",National Honor Society
1023,Rivera,Lucia,Architecture,Digital Media,Freshman,"Las Vegas, NV","Tennis, Podcast Hosting","Consulting Club, Professional Development Club",National Honor Society
1024,Vance,Mia,Education,Public Policy,Sophomore,"Queens, NY","Meal Prepping, Embroidery, Sustainability Projects","Student Programming Association, DEI Council, Consulting Club",Yearbook Editor
1025,Chen,Olivia,Rehabilitation and Human Services,Psychology,Junior,"Atlanta, GA","Choir Singing, Hiking","Professional Development Club, Pre-Law Society, Student Programming Association",Project Lead
1026,Murphy,Yasmin,Marketing,Sociology,Sophomore,"Brooklyn, NY","Painting, Pilates Reformer","Hackathon Org, Campus Cultural Org",Committee Lead
1027,Wilson,Sydney,International Politics,French,Freshman,"Atlanta, GA","Pilates, Photo Editing","UX Design Club, Makers Club","National Honor Society, Student Government President"
1028,Henderson,Scarlett,Marketing,Chinese,Freshman,"Lexington, KY","Journaling, Sewing","THON Committee, Urban Sketching Club, Campus Radio",National Honor Society
1029,Singh,Mariam,Nutritional Sciences,Arabic,Freshman,"Bethesda, MD","Snowboarding, Swimming","Club Lacrosse, Consulting Club",National Honor Society
1030,Henderson,Aurora,Health Policy,Legal Studies,Freshman,"Hartford, CT","Paddleboarding, Composting","Outing Club, Investment Club, Wellness Club",National Honor Society
1031,Hassan,Audrey,Chinese,Political Science,Freshman,"Portland, OR","Baking, Dance","Business Fraternity, Club Lacrosse",Student Government President
1032,Mehta,Nina,Broadcast Journalism,Arabic,Freshman,"Minneapolis, MN","Surfing, Dance, Audio Editing","Urban Sketching Club, Accounting Society, Habitat for Humanity",Cheerleading Captain
1033,SigmundJohnson,Sydney,Astronomy,French,Freshman,"Boulder, CO","Reading, Dance","Physics Society, DEI Council, THON Committee",Student Government President
1034,Chen,Leah,Physics,Graphic Design,Freshman,"Phoenixville, PA","Gaming, Pilates Reformer","Data Science Club, Model UN, Public Health Club","Cheerleading Captain, Student Government President"
1035,Whitaker,Layla,Human Development and Family Studies,Arabic,Freshman,"Dallas, TX","Strength Training, Oil Painting","Language Exchange Club, Residence Hall Association",National Honor Society
1036,Chen,Leila,Digital Media,Ethics,Freshman,"Philadelphia, PA","Embroidery, Bread Making","Business Fraternity, Community Outreach Club",National Honor Society
1037,Alvarez,Penelope,Computer Science,Art History,Freshman,"Dayton, OH","Ukulele, Board Games","Hackathon Org, Mock Trial","National Honor Society, Student Government President"
1038,Patel,Lucy,Mechanical Engineering,Political Science,Freshman,"Charlottesville, VA","Swimming, Vlogging","Makers Club, Language Exchange Club",National Honor Society
1039,Jones,Iris,Early Childhood Education,Sociology,Freshman,"Princeton, NJ","Urban Sketching, Hiking","Hackathon Org, Education Society",National Honor Society
1040,O'Connor,Olivia,Management,Graphic Design,Freshman,"Silver Spring, MD","Embroidery, Cooking, Videography","Public Speaking Club, Mock Trial, Design Club",National Honor Society
1041,Perez,Nina,Business Analytics,Art History,Freshman,"Wilmington, NC","Bread Making, Pickleball, Sudoku","Orientation Leader Program, Data Science Club",National Honor Society
1042,Mendoza,Mia,Finance,Computer Science,Freshman,"Eugene, OR","Ukulele, Journaling","DEI Council, Museum/Archives Club",National Honor Society
1043,Morrison,Grace,Electrical Engineering,Health Policy,Sophomore,"Oakland, CA","Film Photography, Piano","Volunteer Tutoring, Women in Business, Content Creators Club","Project Lead, Committee Lead"
1044,Kim,Naomi,Special Education,Energy Business,Sophomore,"Virginia Beach, VA","Crocheting, Sewing","Debate Society, International Affairs Club",National Honor Society
1045,Lee,Olivia,Special Education,Legal Studies,Freshman,"Tallahassee, FL","Cooking, Gaming","Marketing Association, Community Outreach Club",National Honor Society
1046,Thorne,Emma,Graphic Design,Criminology,Sophomore,"Santa Barbara, CA","Strength Training, Board Games","Makers Club, Intramural Soccer","Treasurer, National Honor Society"
1047,Nguyen,Sydney,Art History,Journalism,Freshman,"Salt Lake City, UT","Vlogging, Vintage Collecting, Photo Editing","Habitat for Humanity, Film Club",National Honor Society
1048,Bennett,Emily,Business Analytics,Chinese,Freshman,"York, PA","Urban Sketching, Journaling","Film Club, Daily Collegian",National Honor Society
1049,Ali,Vivian,Sustainability Studies,International Studies,Freshman,"Seattle, WA","Guitar, Baking","Hackathon Org, Art Club",National Honor Society
1050,Chowdhury,Meera,History,Global Studies,Freshman,"King of Prussia, PA","Content Creation, Embroidery","Intramural Soccer, Public Speaking Club",National Honor Society
1051,Khan,Layla,Applied Mathematics,Digital Media,Sophomore,"Allentown, PA","Fashion Styling, Houseplant Collecting, Volleyball","Student Programming Association, Public Health Club, THON Committee",Treasurer
1052,Anderson,Violet,Chinese,Entrepreneurship,Sophomore,"Portland, OR","Hiking, Photo Editing, Houseplant Collecting","Professional Development Club, Museum/Archives Club, Residence Hall Association",Team Captain
1053,Rivera,Lucia,Chemical Engineering,Communication Arts,Freshman,"Jersey City, NJ","Barre, Baking, Board Games","Museum/Archives Club, DEI Council",National Honor Society
1054,Taylor,Iris,Supply Chain,Statistics,Freshman,"Fort Wayne, IN","Swimming, Digital Illustration, Sudoku","Public Speaking Club, Daily Collegian, Peer Mentor Program",National Honor Society
1055,White,Naomi,Nutritional Sciences,Chinese,Sophomore,"Oak Park, IL","Watercolor, Volleyball","Pre-Health Society, Women in Business","Committee Lead, Project Lead"
1056,SigmundJohnson,Lauren,Political Science,German,Freshman,"Erie, PA","Strength Training, Journaling, Urban Sketching","Product Management Club, Intramural Soccer",National Honor Society
1057,Ahmed,Isabella,Health Policy,French,Freshman,"Fort Collins, CO","Meal Prepping, Surfing, Pilates Reformer","Marketing Association, Pre-Health Society",National Honor Society
1058,Montgomery,Willow,Biomedical Engineering,Chinese,Freshman,"Annapolis, MD","Pilates Reformer, Vintage Collecting","Peer Mentor Program, Photography Club",National Honor Society
1059,Sanders,Isabella,Microbiology,Economics,Sophomore,"Houston, TX","Poetry, Sudoku, Skiing","Film Club, Public Health Club",Team Captain
1060,O'Connor,Evelyn,Education,Global Studies,Junior,"York, PA","Kayaking, Yoga","Habitat for Humanity, Public Health Club, Wellness Club","Team Captain, National Honor Society"
1061,Smirnov,Lucia,Data Science,Mathematics,Sophomore,"Charlottesville, VA","Crocheting, Trail Running","Community Outreach Club, Investment Club, Wellness Club",Committee Lead
1062,Davis,Rowan,Astronomy,Energy Business,Freshman,"Athens, GA","Indoor Cycling, Dance, Sudoku","Astronomy Club, Urban Sketching Club",National Honor Society
1063,Brooks,Juniper,Biology,German,Freshman,"Brooklyn, NY","Houseplant Collecting, Fashion Styling, Choir Singing","Public Health Club, Public Speaking Club",National Honor Society
1064,Thorne,Evelyn,Elementary Education,Public Policy,Freshman,"Princeton, NJ","Audio Editing, Songwriting","THON Committee, Case Competition Team",National Honor Society
1065,Reynolds,Violet,Industrial Engineering,Chinese,Freshman,"Bend, OR","Volleyball, Thrifting","Hackathon Org, Language Exchange Club",National Honor Society
1066,Anderson,Nina,Early Childhood Education,Data Science,Freshman,"Newport, RI","Thrifting, Swimming","Club Volleyball, Community Outreach Club",Cheerleading Captain
1067,Jones,Cecilia,Rehabilitation and Human Services,Business,Sophomore,"Scranton, PA","Baking, Gaming","THON Committee, Accounting Society",Project Lead
1068,SigmundJohnson,Sydney,Electrical Engineering,Studio Art,Freshman,"Washington, DC","Choir Singing, Rock Climbing","International Affairs Club, TV/Media Club","National Honor Society, Cheerleading Captain"
1069,Chen,Mia,Philosophy,German,Sophomore,"Philadelphia, PA","Creative Writing, Fashion Styling, Coffee Brewing","Women in Business, Professional Development Club","Treasurer, Committee Lead"
1070,Nagiub,Juliet,Human Development and Family Studies,Computer Science,Freshman,"Grand Rapids, MI","Board Games, Trail Running","Habitat for Humanity, Film Club, Product Management Club",National Honor Society
1071,Sterling,Yasmin,Broadcast Journalism,Criminology,Freshman,"Toronto, ON","Choir Singing, Gardening, Volleyball","Product Management Club, Club Lacrosse, Language Exchange Club",National Honor Society
1072,Sanders,Corrina,Nursing,Journalism,Freshman,"Santa Monica, CA","Baking, Oil Painting","Sustainability Club, Business Fraternity, Volunteer Tutoring",Student Government President
1073,Ahmed,Willow,Marketing,Studio Art,Freshman,"Los Angeles, CA","Graphic Design, Gardening","Women in Business, Art Club, TV/Media Club",National Honor Society
1074,Thorne,Fatima,Business Analytics,International Relations,Freshman,"Silver Spring, MD","Audio Editing, Photography, Painting","Debate Society, International Affairs Club, Product Management Club",National Honor Society
1075,Kaur,Maya,Sustainability Studies,Graphic Design,Sophomore,"New York, NY","Snowboarding, Board Games","Urban Sketching Club, UX Design Club, Investment Club",Team Captain
1076,Castillo,Sydney,Global and International Studies,Sociology,Freshman,"Columbia, SC","Sewing, Ukulele","Public Speaking Club, Supply Chain Association",National Honor Society
1077,Kuznetsova,Mariam,Special Education,Economics,Freshman,"Albany, NY","Crocheting, Guitar","Design Club, Marketing Association",National Honor Society
1078,Thomas,Lauren,Management,French,Freshman,"Miami, FL","Videography, Houseplant Collecting, Snowboarding","Consulting Club, Residence Hall Association",National Honor Society
1079,Anderson,Cecilia,Chemical Engineering,Computer Science,Freshman,"Oak Park, IL","Coffee Brewing, Barre, Strength Training","Peer Mentor Program, Intramural Soccer, Museum/Archives Club",National Honor Society
1080,Cohen,Juniper,Digital Media,Business,Freshman,"Montreal, QC","Kayaking, Thrifting","Photography Club, Data Science Club","National Honor Society, Cheerleading Captain"
1081,Sanders,Clara,Health Policy,Spanish,Freshman,"Greenville, SC","Snowboarding, Blog Writing","Daily Collegian, Museum/Archives Club",National Honor Society
1082,Brooks,Anya,Elementary Education,Psychology,Freshman,"Cleveland, OH","Ukulele, Crocheting","Mock Trial, TV/Media Club",National Honor Society
1083,Rahman,Sloane,Rehabilitation and Human Services,Human Development,Freshman,"Charleston, SC","Pilates Reformer, Coffee Brewing","Professional Development Club, TV/Media Club",National Honor Society
1084,Garcia,Aria,Sustainability Studies,Communication Arts,Freshman,"Oakland, CA","Poetry, Hiking","Orientation Leader Program, DEI Council",National Honor Society
1085,Vance,Vivian,Cognitive Science,Spanish,Sophomore,"Charleston, WV","Pilates Reformer, Composting, Painting","Campus Radio, Content Creators Club",Committee Lead
1086,Perez,Olivia,Global and International Studies,Chinese,Freshman,"Las Vegas, NV","Sudoku, Dance","Art Club, Business Fraternity",National Honor Society
1087,Friedman,Naomi,Neuroscience,Studio Art,Freshman,"West Chester, PA","Creative Writing, Bread Making","Consulting Club, Habitat for Humanity, Product Management Club",National Honor Society
1088,Friedman,Madison,Political Science,Cybersecurity,Freshman,"Morristown, NJ","Strength Training, Skiing, Blog Writing","Photography Club, Orientation Leader Program, Habitat for Humanity",National Honor Society
1089,Alvarez,Lauren,Environmental Science,Energy Business,Sophomore,"Montreal, QC","Photography, Vintage Collecting","Club Lacrosse, Honors Society",National Honor Society
1090,Gupta,Layla,Information Sciences,International Studies,Freshman,"Dallas, TX","Trail Running, Blog Writing, Sewing","Museum/Archives Club, Art Club, Pre-Health Society",National Honor Society
1091,Thomas,Anika,Philosophy,Communication Arts,Freshman,"Albany, NY","Digital Illustration, Vintage Collecting","Hackathon Org, Film Club",National Honor Society
1092,Williams,Sage,Supply Chain,Business,Junior,"Ann Arbor, MI","Fashion Styling, Oil Painting","Daily Collegian, Community Outreach Club, Debate Society",Cheerleading Captain
1093,Bennett,Evelyn,Graphic Design,Communication Arts,Junior,"Reno, NV","Ukulele, Podcast Hosting","Club Volleyball, Debate Society, Professional Development Club","Student Government President, Lacrosse Captain"
1094,Morrison,Isla,Studio Art,Data Science,Junior,"Silver Spring, MD","Surfing, Piano, Reading","Urban Sketching Club, Pre-Law Society, Model UN",Committee Lead
1095,SigmundJohnson,Meera,Chemical Engineering,Business,Freshman,"Dallas, TX","Piano, Songwriting, Poetry","Debate Society, Language Exchange Club",National Honor Society
1096,Perez,Cecilia,Chemistry,Public Policy,Freshman,"Arlington, VA","Pickleball, Gardening","Entrepreneurship Club, Hackathon Org",National Honor Society
1097,Goldberg,Corrina,French,Communication Arts,Freshman,"Paris, FR","Tennis, Reading, Songwriting","Mock Trial, Student Programming Association",National Honor Society
1098,Goldberg,Isla,International Studies,Global Studies,Freshman,"Pittsburgh, PA","Sustainability Projects, Meal Prepping","Museum/Archives Club, Intramural Soccer, Professional Development Club",National Honor Society
1099,Wilson,Vivian,Studio Art,Environmental Studies,Freshman,"Bethlehem, PA","Indoor Cycling, Cooking, Videography","Orientation Leader Program, Club Lacrosse, Wellness Club",National Honor Society
1100,Cohen,Freya,Applied Mathematics,Communication Arts,Freshman,"Toledo, OH","Vlogging, Meal Prepping, Houseplant Collecting","Language Exchange Club, Public Health Club",National Honor Society
1101,SigmundJohnson,Anya,Economics,Arabic,Freshman,"Birmingham, AL","Piano, Vintage Collecting","Pre-Health Society, TV/Media Club",National Honor Society
1102,Thomas,Stella,Anthropology,International Studies,Freshman,"Grand Rapids, MI","Photography, Paddleboarding","Public Health Club, Public Speaking Club, Mock Trial",National Honor Society
1103,Kuznetsova,Sage,Cybersecurity,International Studies,Sophomore,"Nashville, TN","Photography, Hiking","Consulting Club, Urban Sketching Club",Treasurer
1104,Clark,Mariam,Economics,Computer Science,Freshman,"New Orleans, LA","Film Photography, Videography, Sewing","Community Outreach Club, Hackathon Org",National Honor Society
1105,Desai,Noor,Psychology,International Studies,Sophomore,"Richmond, VA","Bread Making, Sudoku","Hackathon Org, International Affairs Club",Committee Lead
1106,Jackson,Yasmin,Art History,Data Science,Freshman,"Dublin, IE","Volleyball, Kayaking","Pre-Law Society, DEI Council",National Honor Society
1107,Brown,Lily,Applied Mathematics,Journalism,Freshman,"Brooklyn, NY","Podcast Hosting, Guitar, Journaling","Case Competition Team, Museum/Archives Club, Mock Trial",National Honor Society
1108,Morrison,Grace,German,Legal Studies,Freshman,"Cincinnati, OH","Cooking, Skiing","Investment Club, Film Club",National Honor Society
1109,Perez,Corrina,Statistics,Chinese,Freshman,"Montclair, NJ","Blog Writing, Chess","Photography Club, Investment Club",National Honor Society
1110,Jones,Piper,Film and Media Studies,Political Science,Freshman,"Orlando, FL","Tennis, Indoor Cycling, Dance","Outing Club, Pre-Law Society",National Honor Society
1111,Chen,Emily,Interior Design,Film Studies,Freshman,"Fresno, CA","Skiing, Photography, Barre","Sustainability Club, DEI Council",National Honor Society
1112,Murphy,Maya,Graphic Design,International Studies,Freshman,"Bellevue, WA","Houseplant Collecting, Reading","Wellness Club, Residence Hall Association, Model UN",National Honor Society
1113,Levy,Lucia,Nutritional Sciences,Journalism,Freshman,"Denver, CO","Blog Writing, Dance","Case Competition Team, Makers Club, Daily Collegian",National Honor Society
1114,Morrison,Camille,German,Criminology,Sophomore,"Nashville, TN","Volleyball, Dance","TV/Media Club, Peer Mentor Program",Committee Lead
1115,Parker,Harper,Public Policy,Sociology,Sophomore,"Philadelphia, PA","Content Creation, Gardening, Strength Training","Hackathon Org, Pre-Health Society",Team Captain
1116,Rahman,Priya,Supply Chain,International Relations,Sophomore,"Fort Worth, TX","Trail Running, Piano","Club Volleyball, TV/Media Club",Committee Lead
1117,Williams,Mariam,Physics,Global Studies,Freshman,"Detroit, MI","Houseplant Collecting, Videography, Journaling","Supply Chain Association, Sustainability Club",National Honor Society
1118,Friedman,Noor,Kinesiology,Ethics,Freshman,"New Haven, CT","Pilates, Ukulele","Debate Society, Data Science Club",National Honor Society
1119,Thompson,Nora,Public Policy,Sustainability,Sophomore,"Annapolis, MD","Sustainability Projects, Podcast Hosting, Dance","Debate Society, Investment Club",Team Captain
1120,Garcia,Amelia,Special Education,Global Studies,Freshman,"Santa Barbara, CA","Houseplant Collecting, Content Creation","Art Club, Orientation Leader Program",National Honor Society
1121,Ali,Lauren,Criminology,International Studies,Freshman,"Tampa, FL","Graphic Design, Indoor Cycling","Pre-Health Society, Language Exchange Club",National Honor Society
1122,Ali,Sloane,Studio Art,Italian,Sophomore,"Irvine, CA","Gardening, Chess","Public Health Club, Residence Hall Association, UX Design Club","Treasurer, Committee Lead"
1123,Hayes,Rowan,Journalism,Environmental Studies,Sophomore,"Colorado Springs, CO","Indoor Cycling, Bread Making, Blog Writing","Outing Club, Women in Business, Public Health Club",Treasurer
1124,Brooks,Camille,Rehabilitation and Human Services,Computer Science,Freshman,"Wilmington, DE","Skiing, Yoga","Club Volleyball, Design Club",National Honor Society
1125,Williams,Leah,Health Policy,Human Development,Freshman,"Charleston, WV","Piano, Calligraphy, Pickleball","Outing Club, Club Volleyball",National Honor Society
1126,Shah,Grace,Nutritional Sciences,Business,Sophomore,"San Diego, CA","Indoor Cycling, Poetry","Marketing Association, Orientation Leader Program",Committee Lead
1127,Alvarez,Madison,Sustainability Studies,Statistics,Freshman,"McLean, VA","Videography, Sustainability Projects","Content Creators Club, Research Lab Assistant, Outing Club",National Honor Society
1128,Murphy,Anika,Microbiology,Entrepreneurship,Freshman,"King of Prussia, PA","Baking, Sudoku, Indoor Cycling","Orientation Leader Program, Sustainability Club",National Honor Society
1129,Reynolds,Mia,Cognitive Science,Journalism,Freshman,"Staten Island, NY","Yoga, Indoor Cycling","Pre-Health Society, Community Outreach Club, Campus Radio",National Honor Society
1130,Martinez,Nora,Industrial Engineering,Chinese,Freshman,"St. Louis, MO","Oil Painting, Bread Making","IISE Member, DEI Council, Residence Hall Association",National Honor Society
1131,Kim,Amelia,Microbiology,Chinese,Freshman,"Sacramento, CA","Calligraphy, Houseplant Collecting, Guitar","Marketing Association, Research Lab Assistant","National Honor Society, Student Government President"
1132,Castillo,Hannah,Nursing,Digital Media,Sophomore,"Media, PA","Thrifting, Sustainability Projects, Hiking","Model UN, Campus Cultural Org",Treasurer
1133,Nagiub,Noor,Human Development and Family Studies,Sociology,Freshman,"Louisville, KY","Ukulele, Painting","Product Management Club, UX Design Club, Accounting Society",Cheerleading Captain
1134,Nguyen,Beatrix,Marketing,Environmental Studies,Sophomore,"Louisville, KY","Digital Illustration, Gardening","Campus Radio, Peer Mentor Program",Team Captain
1135,Carter,Aaliyah,Special Education,Statistics,Freshman,"Staten Island, NY","Paddleboarding, Vlogging","Campus Cultural Org, Sustainability Club, Marketing Association",National Honor Society
1136,Ahmed,Scarlett,Industrial Engineering,French,Freshman,"Allentown, PA","Digital Illustration, Tennis, Snowboarding","Content Creators Club, Design Club",National Honor Society
1137,Miller,Fatima,Sustainability Studies,Film Studies,Freshman,"Wilmington, DE","Photo Editing, Journaling","Student Programming Association, Club Lacrosse",National Honor Society
1138,Chen,Siyona,Biomedical Engineering,Entrepreneurship,Sophomore,"Albuquerque, NM","Yoga, Bread Making","Club Lacrosse, Pre-Law Society","Team Captain, Project Lead"
1139,Reynolds,Priya,Supply Chain,Studio Art,Freshman,"Oakland, CA","Guitar, Rock Climbing","Debate Society, Product Management Club, Campus Radio",National Honor Society
1140,Foster,Blair,Biomedical Engineering,Sustainability,Freshman,"Park City, UT","Graphic Design, Creative Writing","Case Competition Team, Volunteer Tutoring",National Honor Society
1141,Jones,Lucia,Digital Media,Health Policy,Freshman,"Minneapolis, MN","Indoor Cycling, Chess","Social Media Club, Design Club",National Honor Society
1142,Perez,Nina,Special Education,Italian,Freshman,"Virginia Beach, VA","Ukulele, Hiking","Honors Society, DEI Council",National Honor Society
1143,Martin,Freya,Early Childhood Education,Sociology,Freshman,"Santa Barbara, CA","Guitar, Film Photography","Model UN, TV/Media Club",National Honor Society
1144,Thomas,Zara,Special Education,Economics,Freshman,"Huntsville, AL","Podcast Hosting, Trail Running, Vintage Collecting","Club Lacrosse, Student Programming Association",National Honor Society
1145,White,Charlotte,Broadcast Journalism,Data Science,Freshman,"Charleston, SC","Film Photography, Piano, Fashion Styling","Volunteer Tutoring, Mock Trial, Urban Sketching Club","Student Government President, National Honor Society"
1146,Parker,Piper,Business Analytics,Data Science,Freshman,"Montreal, QC","Yoga, Crocheting, Podcast Hosting","DEI Council, International Affairs Club",National Honor Society
1147,Parker,Aria,Physics,Art History,Freshman,"Bloomington, IN","Audio Editing, Ukulele","Entrepreneurship Club, Community Outreach Club, Product Management Club",National Honor Society
1148,Beaumont,Priya,Chemistry,Philosophy,Freshman,"Frederick, MD","Vintage Collecting, Painting","Orientation Leader Program, Honors Society","National Honor Society, Student Government President"
1149,Rahman,Madison,Early Childhood Education,Psychology,Freshman,"El Paso, TX","Songwriting, Poetry","Peer Mentor Program, Sustainability Club, Public Health Club",National Honor Society
1150,Sullivan,Lauren,Biochemistry,French,Freshman,"London, UK","Songwriting, Audio Editing, Skiing","Makers Club, Student Programming Association, Public Health Club",National Honor Society
1151,Friedman,Beatrix,Biology,Legal Studies,Sophomore,"Wilmington, NC","Piano, Swimming","Pre-Health Society, Sustainability Club",National Honor Society
1152,Lee,Riya,Health Policy,Art History,Sophomore,"San Francisco, CA","Pilates, Crocheting","Consulting Club, Film Club","Project Lead, Team Captain"
1153,Reynolds,Zoey,International Politics,Journalism,Freshman,"Chattanooga, TN","Calligraphy, Strength Training, Vintage Collecting","Campus Cultural Org, Community Outreach Club, Residence Hall Association",National Honor Society
1154,Anderson,Mariam,Electrical Engineering,Arabic,Freshman,"Toledo, OH","Chess, Indoor Cycling","Club Volleyball, Volunteer Tutoring",National Honor Society
1155,Smirnov,Audrey,Business Analytics,Energy Business,Freshman,"Palo Alto, CA","Photography, Oil Painting, Sudoku","Supply Chain Association, Community Outreach Club","Student Government President, Debate Team, Varsity Lacrosse"
1156,Moore,Scarlett,Kinesiology,Journalism,Freshman,"Charleston, SC","Reading, Trail Running, Videography","TV/Media Club, Women in Business",National Honor Society
1157,Kuznetsova,Blair,Psychology,Communication Arts,Freshman,"Dayton, OH","Vintage Collecting, Film Photography, Embroidery","Makers Club, Business Fraternity, Art Club",National Honor Society
1158,Chowdhury,Corrina,Education,Legal Studies,Freshman,"Silver Spring, MD","Yoga, Skiing, Reading","Women in Business, Data Science Club",National Honor Society
1159,Jackson,Sloane,Chemical Engineering,Business,Freshman,"Baltimore, MD","Podcast Hosting, Snowboarding","Case Competition Team, Marketing Association, Campus Cultural Org",Cheerleading Captain
1160,O'Connor,Leila,Elementary Education,Mathematics,Freshman,"Durham, NC","Tennis, Photo Editing","Public Speaking Club, Content Creators Club",National Honor Society
1161,Garcia,Camille,Digital Media,German,Freshman,"Charleston, SC","Gardening, Rock Climbing","Women in Business, Campus Cultural Org","National Honor Society, Cheerleading Captain"
1162,Thorne,Zara,Education,Cybersecurity,Freshman,"Scottsdale, AZ","Barre, Fashion Styling, Guitar","Pre-Law Society, Women in Business",National Honor Society
1163,Thomas,Salma,Marketing,Economics,Freshman,"Omaha, NE","Graphic Design, Guitar","Club Lacrosse, Research Lab Assistant",National Honor Society
